Masa: 0.7, Inclinaci�n: 0, �ptimas: []
    → mínima -72.0°C baja de -20°C: [-30]
    → mínima -68.8°C baja de -20°C: [-25]
    → mínima -66.3°C baja de -20°C: [-20]
    → mínima -64.3°C baja de -20°C: [-15]
    → mínima -62.8°C baja de -20°C: [-10]
    → mínima -61.8°C baja de -20°C: [-5]
    → mínima -61.3°C baja de -20°C: [0]
    → mínima -61.2°C baja de -20°C: [5]
    → mínima -61.6°C baja de -20°C: [10]
    → mínima -62.5°C baja de -20°C: [15]
    → mínima -63.8°C baja de -20°C: [20]
    → mínima -65.7°C baja de -20°C: [25]
    → mínima -68.1°C baja de -20°C: [30]
    → mínima -71.1°C baja de -20°C: [35]
    → mínima -74.9°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.55, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1530.4
    → mínima -78.9°C baja de -20°C: [-40]
    → mínima -74.2°C baja de -20°C: [-35]
    → mínima -70.2°C baja de -20°C: [-30]
    → mínima -67.0°C baja de -20°C: [-25]
    → mínima -64.4°C baja de -20°C: [-20]
    → mínima -62.4°C baja de -20°C: [-15]
    → mínima -60.9°C baja de -20°C: [-10]
    → mínima -59.9°C baja de -20°C: [-5]
    → mínima -59.4°C baja de -20°C: [0]
    → mínima -59.3°C baja de -20°C: [5]
    → mínima -59.7°C baja de -20°C: [10]
    → mínima -60.5°C baja de -20°C: [15]
    → mínima -61.9°C baja de -20°C: [20]
    → mínima -63.8°C baja de -20°C: [25]
    → mínima -66.2°C baja de -20°C: [30]
    → mínima -69.3°C baja de -20°C: [35]
    → mínima -73.1°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.6, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1461.5
    → mínima -77.1°C baja de -20°C: [-40]
    → mínima -72.3°C baja de -20°C: [-35]
    → mínima -68.4°C baja de -20°C: [-30]
    → mínima -65.1°C baja de -20°C: [-25]
    → mínima -62.5°C baja de -20°C: [-20]
    → mínima -60.4°C baja de -20°C: [-15]
    → mínima -58.9°C baja de -20°C: [-10]
    → mínima -57.9°C baja de -20°C: [-5]
    → mínima -57.3°C baja de -20°C: [0, 5]
    → mínima -57.7°C baja de -20°C: [10]
    → mínima -58.6°C baja de -20°C: [15]
    → mínima -59.9°C baja de -20°C: [20]
    → mínima -61.8°C baja de -20°C: [25]
    → mínima -64.3°C baja de -20°C: [30]
    → mínima -67.4°C baja de -20°C: [35]
    → mínima -71.2°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.65, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1389.4
    → mínima -75.3°C baja de -20°C: [-40]
    → mínima -70.4°C baja de -20°C: [-35]
    → mínima -66.4°C baja de -20°C: [-30]
    → mínima -63.1°C baja de -20°C: [-25]
    → mínima -60.4°C baja de -20°C: [-20]
    → mínima -58.4°C baja de -20°C: [-15]
    → mínima -56.8°C baja de -20°C: [-10]
    → mínima -55.8°C baja de -20°C: [-5]
    → mínima -55.2°C baja de -20°C: [0, 5]
    → mínima -55.6°C baja de -20°C: [10]
    → mínima -56.5°C baja de -20°C: [15]
    → mínima -57.9°C baja de -20°C: [20]
    → mínima -59.8°C baja de -20°C: [25]
    → mínima -62.3°C baja de -20°C: [30]
    → mínima -65.4°C baja de -20°C: [35]
    → mínima -69.3°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.7, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1313.9
    → mínima -73.3°C baja de -20°C: [-40]
    → mínima -68.4°C baja de -20°C: [-35]
    → mínima -64.3°C baja de -20°C: [-30]
    → mínima -61.0°C baja de -20°C: [-25]
    → mínima -58.3°C baja de -20°C: [-20]
    → mínima -56.2°C baja de -20°C: [-15]
    → mínima -54.6°C baja de -20°C: [-10]
    → mínima -53.6°C baja de -20°C: [-5]
    → mínima -53.1°C baja de -20°C: [0]
    → mínima -53.0°C baja de -20°C: [5]
    → mínima -53.4°C baja de -20°C: [10]
    → mínima -54.3°C baja de -20°C: [15]
    → mínima -55.7°C baja de -20°C: [20]
    → mínima -57.6°C baja de -20°C: [25]
    → mínima -60.2°C baja de -20°C: [30]
    → mínima -63.4°C baja de -20°C: [35]
    → mínima -67.3°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.75, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1234.7
    → mínima -71.2°C baja de -20°C: [-40]
    → mínima -66.3°C baja de -20°C: [-35]
    → mínima -62.1°C baja de -20°C: [-30]
    → mínima -58.8°C baja de -20°C: [-25]
    → mínima -56.0°C baja de -20°C: [-20]
    → mínima -53.9°C baja de -20°C: [-15]
    → mínima -52.4°C baja de -20°C: [-10]
    → mínima -51.3°C baja de -20°C: [-5]
    → mínima -50.7°C baja de -20°C: [0, 5]
    → mínima -51.1°C baja de -20°C: [10]
    → mínima -52.0°C baja de -20°C: [15]
    → mínima -53.4°C baja de -20°C: [20]
    → mínima -55.4°C baja de -20°C: [25]
    → mínima -58.0°C baja de -20°C: [30]
    → mínima -61.2°C baja de -20°C: [35]
    → mínima -65.2°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.8, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1151.4
    → mínima -69.1°C baja de -20°C: [-40]
    → mínima -64.0°C baja de -20°C: [-35]
    → mínima -59.9°C baja de -20°C: [-30]
    → mínima -56.4°C baja de -20°C: [-25]
    → mínima -53.7°C baja de -20°C: [-20]
    → mínima -51.5°C baja de -20°C: [-15]
    → mínima -50.0°C baja de -20°C: [-10]
    → mínima -48.9°C baja de -20°C: [-5]
    → mínima -48.3°C baja de -20°C: [0]
    → mínima -48.2°C baja de -20°C: [5]
    → mínima -48.7°C baja de -20°C: [10]
    → mínima -49.6°C baja de -20°C: [15]
    → mínima -51.0°C baja de -20°C: [20]
    → mínima -53.0°C baja de -20°C: [25]
    → mínima -55.6°C baja de -20°C: [30]
    → mínima -58.9°C baja de -20°C: [35]
    → mínima -62.9°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.85, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1063.6
    → mínima -66.8°C baja de -20°C: [-40]
    → mínima -61.7°C baja de -20°C: [-35]
    → mínima -57.5°C baja de -20°C: [-30]
    → mínima -54.0°C baja de -20°C: [-25]
    → mínima -51.2°C baja de -20°C: [-20]
    → mínima -49.0°C baja de -20°C: [-15]
    → mínima -47.4°C baja de -20°C: [-10]
    → mínima -46.3°C baja de -20°C: [-5]
    → mínima -45.8°C baja de -20°C: [0]
    → mínima -45.7°C baja de -20°C: [5]
    → mínima -46.1°C baja de -20°C: [10]
    → mínima -47.1°C baja de -20°C: [15]
    → mínima -48.5°C baja de -20°C: [20]
    → mínima -50.5°C baja de -20°C: [25]
    → mínima -53.2°C baja de -20°C: [30]
    → mínima -56.5°C baja de -20°C: [35]
    → mínima -60.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.9, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -973.5
    → mínima -64.4°C baja de -20°C: [-40]
    → mínima -59.2°C baja de -20°C: [-35]
    → mínima -54.9°C baja de -20°C: [-30]
    → mínima -51.4°C baja de -20°C: [-25]
    → mínima -48.6°C baja de -20°C: [-20]
    → mínima -46.4°C baja de -20°C: [-15]
    → máxima 50.2°C supera 50°C: [-10]
    → máxima 51.2°C supera 50°C: [-5]
    → máxima 51.1°C supera 50°C: [0]
    → mínima -43.0°C baja de -20°C: [5]
    → mínima -43.4°C baja de -20°C: [10]
    → mínima -44.4°C baja de -20°C: [15]
    → mínima -45.9°C baja de -20°C: [20]
    → mínima -47.9°C baja de -20°C: [25]
    → mínima -50.6°C baja de -20°C: [30]
    → mínima -53.9°C baja de -20°C: [35]
    → mínima -58.1°C baja de -20°C: [40]
Exp: 0.48, Incl: 2.5°, Emis: 0.95, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -892.1
    → mínima -61.8°C baja de -20°C: [-40]
    → mínima -56.6°C baja de -20°C: [-35]
    → mínima -52.3°C baja de -20°C: [-30]
    → mínima -48.7°C baja de -20°C: [-25]
    → mínima -45.8°C baja de -20°C: [-20]
    → máxima 51.6°C supera 50°C: [-15]
    → máxima 53.7°C supera 50°C: [-10]
    → máxima 54.7°C supera 50°C: [-5]
    → máxima 54.6°C supera 50°C: [0]
    → máxima 53.4°C supera 50°C: [5]
    → máxima 51.2°C supera 50°C: [10]
    → mínima -41.5°C baja de -20°C: [15]
    → mínima -43.1°C baja de -20°C: [20]
    → mínima -45.1°C baja de -20°C: [25]
    → mínima -47.8°C baja de -20°C: [30]
    → mínima -51.2°C baja de -20°C: [35]
    → mínima -55.4°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.5, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1603.0
    → mínima -84.0°C baja de -20°C: [-40]
    → mínima -78.7°C baja de -20°C: [-35]
    → mínima -74.3°C baja de -20°C: [-30]
    → mínima -70.7°C baja de -20°C: [-25]
    → mínima -67.7°C baja de -20°C: [-20]
    → mínima -65.4°C baja de -20°C: [-15]
    → mínima -63.5°C baja de -20°C: [-10]
    → mínima -62.2°C baja de -20°C: [-5]
    → mínima -61.4°C baja de -20°C: [0]
    → mínima -61.0°C baja de -20°C: [5]
    → mínima -61.1°C baja de -20°C: [10]
    → mínima -61.7°C baja de -20°C: [15]
    → mínima -62.7°C baja de -20°C: [20]
    → mínima -64.3°C baja de -20°C: [25]
    → mínima -66.4°C baja de -20°C: [30]
    → mínima -69.1°C baja de -20°C: [35]
    → mínima -72.4°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.55, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1537.0
    → mínima -82.3°C baja de -20°C: [-40]
    → mínima -77.0°C baja de -20°C: [-35]
    → mínima -72.5°C baja de -20°C: [-30]
    → mínima -68.9°C baja de -20°C: [-25]
    → mínima -65.9°C baja de -20°C: [-20]
    → mínima -63.5°C baja de -20°C: [-15]
    → mínima -61.6°C baja de -20°C: [-10]
    → mínima -60.3°C baja de -20°C: [-5]
    → mínima -59.5°C baja de -20°C: [0]
    → mínima -59.1°C baja de -20°C: [5]
    → mínima -59.2°C baja de -20°C: [10]
    → mínima -59.8°C baja de -20°C: [15]
    → mínima -60.8°C baja de -20°C: [20]
    → mínima -62.4°C baja de -20°C: [25]
    → mínima -64.5°C baja de -20°C: [30]
    → mínima -67.2°C baja de -20°C: [35]
    → mínima -70.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.6, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1468.1
    → mínima -80.5°C baja de -20°C: [-40]
    → mínima -75.1°C baja de -20°C: [-35]
    → mínima -70.7°C baja de -20°C: [-30]
    → mínima -67.0°C baja de -20°C: [-25]
    → mínima -63.9°C baja de -20°C: [-20]
    → mínima -61.5°C baja de -20°C: [-15]
    → mínima -59.7°C baja de -20°C: [-10]
    → mínima -58.3°C baja de -20°C: [-5]
    → mínima -57.5°C baja de -20°C: [0]
    → mínima -57.1°C baja de -20°C: [5]
    → mínima -57.2°C baja de -20°C: [10]
    → mínima -57.8°C baja de -20°C: [15]
    → mínima -58.8°C baja de -20°C: [20]
    → mínima -60.4°C baja de -20°C: [25]
    → mínima -62.6°C baja de -20°C: [30]
    → mínima -65.3°C baja de -20°C: [35]
    → mínima -68.8°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.65, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1396.1
    → mínima -78.7°C baja de -20°C: [-40]
    → mínima -73.3°C baja de -20°C: [-35]
    → mínima -68.7°C baja de -20°C: [-30]
    → mínima -65.0°C baja de -20°C: [-25]
    → mínima -61.9°C baja de -20°C: [-20]
    → mínima -59.5°C baja de -20°C: [-15]
    → mínima -57.6°C baja de -20°C: [-10]
    → mínima -56.2°C baja de -20°C: [-5]
    → mínima -55.4°C baja de -20°C: [0]
    → mínima -55.0°C baja de -20°C: [5]
    → mínima -55.1°C baja de -20°C: [10]
    → mínima -55.7°C baja de -20°C: [15]
    → mínima -56.8°C baja de -20°C: [20]
    → mínima -58.4°C baja de -20°C: [25]
    → mínima -60.5°C baja de -20°C: [30]
    → mínima -63.3°C baja de -20°C: [35]
    → mínima -66.8°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.7, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1320.7
    → mínima -76.8°C baja de -20°C: [-40]
    → mínima -71.3°C baja de -20°C: [-35]
    → mínima -66.7°C baja de -20°C: [-30]
    → mínima -62.9°C baja de -20°C: [-25]
    → mínima -59.8°C baja de -20°C: [-20]
    → mínima -57.3°C baja de -20°C: [-15]
    → mínima -55.4°C baja de -20°C: [-10]
    → mínima -54.1°C baja de -20°C: [-5]
    → mínima -53.2°C baja de -20°C: [0]
    → mínima -52.8°C baja de -20°C: [5]
    → mínima -52.9°C baja de -20°C: [10]
    → mínima -53.5°C baja de -20°C: [15]
    → mínima -54.6°C baja de -20°C: [20]
    → mínima -56.2°C baja de -20°C: [25]
    → mínima -58.4°C baja de -20°C: [30]
    → mínima -61.2°C baja de -20°C: [35]
    → mínima -64.7°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.75, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1241.5
    → mínima -74.8°C baja de -20°C: [-40]
    → mínima -69.2°C baja de -20°C: [-35]
    → mínima -64.5°C baja de -20°C: [-30]
    → mínima -60.7°C baja de -20°C: [-25]
    → mínima -57.6°C baja de -20°C: [-20]
    → mínima -55.1°C baja de -20°C: [-15]
    → mínima -53.1°C baja de -20°C: [-10]
    → mínima -51.8°C baja de -20°C: [-5]
    → mínima -50.9°C baja de -20°C: [0]
    → mínima -50.5°C baja de -20°C: [5]
    → mínima -50.6°C baja de -20°C: [10]
    → mínima -51.2°C baja de -20°C: [15]
    → mínima -52.3°C baja de -20°C: [20]
    → mínima -53.9°C baja de -20°C: [25]
    → mínima -56.2°C baja de -20°C: [30]
    → mínima -59.0°C baja de -20°C: [35]
    → mínima -62.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.8, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1158.3
    → mínima -72.6°C baja de -20°C: [-40]
    → mínima -67.0°C baja de -20°C: [-35]
    → mínima -62.3°C baja de -20°C: [-30]
    → mínima -58.4°C baja de -20°C: [-25]
    → mínima -55.2°C baja de -20°C: [-20]
    → mínima -52.7°C baja de -20°C: [-15]
    → mínima -50.8°C baja de -20°C: [-10]
    → mínima -49.4°C baja de -20°C: [-5]
    → mínima -48.5°C baja de -20°C: [0]
    → mínima -48.1°C baja de -20°C: [5]
    → mínima -48.2°C baja de -20°C: [10]
    → mínima -48.8°C baja de -20°C: [15]
    → mínima -49.9°C baja de -20°C: [20]
    → mínima -51.6°C baja de -20°C: [25]
    → mínima -53.8°C baja de -20°C: [30]
    → mínima -56.7°C baja de -20°C: [35]
    → mínima -60.3°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.85, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1070.6
    → mínima -70.4°C baja de -20°C: [-40]
    → mínima -64.7°C baja de -20°C: [-35]
    → mínima -59.9°C baja de -20°C: [-30]
    → mínima -56.0°C baja de -20°C: [-25]
    → mínima -52.8°C baja de -20°C: [-20]
    → mínima -50.2°C baja de -20°C: [-15]
    → mínima -48.2°C baja de -20°C: [-10]
    → mínima -46.8°C baja de -20°C: [-5]
    → mínima -45.9°C baja de -20°C: [0]
    → mínima -45.5°C baja de -20°C: [5]
    → mínima -45.6°C baja de -20°C: [10]
    → mínima -46.2°C baja de -20°C: [15]
    → mínima -47.4°C baja de -20°C: [20]
    → mínima -49.1°C baja de -20°C: [25]
    → mínima -51.3°C baja de -20°C: [30]
    → mínima -54.3°C baja de -20°C: [35]
    → mínima -57.9°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.9, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -981.6
    → mínima -68.0°C baja de -20°C: [-40]
    → mínima -62.2°C baja de -20°C: [-35]
    → mínima -57.4°C baja de -20°C: [-30]
    → mínima -53.4°C baja de -20°C: [-25]
    → mínima -50.2°C baja de -20°C: [-20]
    → mínima -47.6°C baja de -20°C: [-15]
    → máxima 51.2°C supera 50°C: [-10]
    → máxima 51.5°C supera 50°C: [-5]
    → máxima 50.8°C supera 50°C: [0]
    → mínima -42.8°C baja de -20°C: [5]
    → mínima -42.9°C baja de -20°C: [10]
    → mínima -43.5°C baja de -20°C: [15]
    → mínima -44.7°C baja de -20°C: [20]
    → mínima -46.4°C baja de -20°C: [25]
    → mínima -48.7°C baja de -20°C: [30]
    → mínima -51.7°C baja de -20°C: [35]
    → mínima -55.4°C baja de -20°C: [40]
Exp: 0.48, Incl: 5.0°, Emis: 0.95, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -900.4
    → mínima -65.5°C baja de -20°C: [-40]
    → mínima -59.7°C baja de -20°C: [-35]
    → mínima -54.8°C baja de -20°C: [-30]
    → mínima -50.7°C baja de -20°C: [-25]
    → máxima 50.7°C supera 50°C: [-20]
    → máxima 53.2°C supera 50°C: [-15]
    → máxima 54.6°C supera 50°C: [-10]
    → máxima 55.0°C supera 50°C: [-5]
    → máxima 54.3°C supera 50°C: [0]
    → máxima 52.5°C supera 50°C: [5]
    → mínima -40.1°C baja de -20°C: [10]
    → mínima -40.7°C baja de -20°C: [15]
    → mínima -41.9°C baja de -20°C: [20]
    → mínima -43.6°C baja de -20°C: [25]
    → mínima -45.9°C baja de -20°C: [30]
    → mínima -49.0°C baja de -20°C: [35]
    → mínima -52.7°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.5, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1613.9
    → mínima -87.6°C baja de -20°C: [-40]
    → mínima -81.7°C baja de -20°C: [-35]
    → mínima -76.8°C baja de -20°C: [-30]
    → mínima -72.7°C baja de -20°C: [-25]
    → mínima -69.3°C baja de -20°C: [-20]
    → mínima -66.6°C baja de -20°C: [-15]
    → mínima -64.4°C baja de -20°C: [-10]
    → mínima -62.8°C baja de -20°C: [-5]
    → mínima -61.6°C baja de -20°C: [0]
    → mínima -61.0°C baja de -20°C: [5, 15]
    → mínima -60.8°C baja de -20°C: [10]
    → mínima -61.8°C baja de -20°C: [20]
    → mínima -63.0°C baja de -20°C: [25]
    → mínima -64.8°C baja de -20°C: [30]
    → mínima -67.2°C baja de -20°C: [35]
    → mínima -70.3°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.55, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1548.0
    → mínima -86.0°C baja de -20°C: [-40]
    → mínima -80.0°C baja de -20°C: [-35]
    → mínima -75.0°C baja de -20°C: [-30]
    → mínima -70.9°C baja de -20°C: [-25]
    → mínima -67.5°C baja de -20°C: [-20]
    → mínima -64.7°C baja de -20°C: [-15]
    → mínima -62.5°C baja de -20°C: [-10]
    → mínima -60.9°C baja de -20°C: [-5]
    → mínima -59.7°C baja de -20°C: [0]
    → mínima -59.0°C baja de -20°C: [5]
    → mínima -58.8°C baja de -20°C: [10]
    → mínima -59.1°C baja de -20°C: [15]
    → mínima -59.9°C baja de -20°C: [20]
    → mínima -61.1°C baja de -20°C: [25]
    → mínima -62.9°C baja de -20°C: [30]
    → mínima -65.4°C baja de -20°C: [35]
    → mínima -68.5°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.6, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1479.3
    → mínima -84.3°C baja de -20°C: [-40]
    → mínima -78.2°C baja de -20°C: [-35]
    → mínima -73.2°C baja de -20°C: [-30]
    → mínima -69.0°C baja de -20°C: [-25]
    → mínima -65.6°C baja de -20°C: [-20]
    → mínima -62.8°C baja de -20°C: [-15]
    → mínima -60.6°C baja de -20°C: [-10]
    → mínima -58.9°C baja de -20°C: [-5]
    → mínima -57.7°C baja de -20°C: [0]
    → mínima -57.0°C baja de -20°C: [5]
    → mínima -56.8°C baja de -20°C: [10]
    → mínima -57.1°C baja de -20°C: [15]
    → mínima -57.9°C baja de -20°C: [20]
    → mínima -59.1°C baja de -20°C: [25]
    → mínima -61.0°C baja de -20°C: [30]
    → mínima -63.4°C baja de -20°C: [35]
    → mínima -66.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.65, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1407.4
    → mínima -82.5°C baja de -20°C: [-40]
    → mínima -76.4°C baja de -20°C: [-35]
    → mínima -71.3°C baja de -20°C: [-30]
    → mínima -67.1°C baja de -20°C: [-25]
    → mínima -63.6°C baja de -20°C: [-20]
    → mínima -60.7°C baja de -20°C: [-15]
    → mínima -58.5°C baja de -20°C: [-10]
    → mínima -56.8°C baja de -20°C: [-5]
    → mínima -55.6°C baja de -20°C: [0]
    → mínima -54.9°C baja de -20°C: [5]
    → mínima -54.7°C baja de -20°C: [10]
    → mínima -55.0°C baja de -20°C: [15]
    → mínima -55.8°C baja de -20°C: [20]
    → mínima -57.1°C baja de -20°C: [25]
    → mínima -58.9°C baja de -20°C: [30]
    → mínima -61.4°C baja de -20°C: [35]
    → mínima -64.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.7, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1332.0
    → mínima -80.6°C baja de -20°C: [-40]
    → mínima -74.4°C baja de -20°C: [-35]
    → mínima -69.3°C baja de -20°C: [-30]
    → mínima -65.0°C baja de -20°C: [-25]
    → mínima -61.5°C baja de -20°C: [-20]
    → mínima -58.6°C baja de -20°C: [-15]
    → mínima -56.3°C baja de -20°C: [-10]
    → mínima -54.6°C baja de -20°C: [-5]
    → mínima -53.4°C baja de -20°C: [0]
    → mínima -52.7°C baja de -20°C: [5]
    → mínima -52.5°C baja de -20°C: [10]
    → mínima -52.8°C baja de -20°C: [15]
    → mínima -53.6°C baja de -20°C: [20]
    → mínima -54.9°C baja de -20°C: [25]
    → mínima -56.8°C baja de -20°C: [30]
    → mínima -59.3°C baja de -20°C: [35]
    → mínima -62.5°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.75, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1253.0
    → mínima -78.6°C baja de -20°C: [-40]
    → mínima -72.4°C baja de -20°C: [-35]
    → mínima -67.2°C baja de -20°C: [-30]
    → mínima -62.8°C baja de -20°C: [-25]
    → mínima -59.3°C baja de -20°C: [-20]
    → mínima -56.4°C baja de -20°C: [-15]
    → mínima -54.1°C baja de -20°C: [-10]
    → mínima -52.3°C baja de -20°C: [-5]
    → mínima -51.1°C baja de -20°C: [0]
    → mínima -50.4°C baja de -20°C: [5]
    → mínima -50.2°C baja de -20°C: [10]
    → mínima -50.5°C baja de -20°C: [15]
    → mínima -51.3°C baja de -20°C: [20]
    → mínima -52.6°C baja de -20°C: [25]
    → mínima -54.5°C baja de -20°C: [30]
    → mínima -57.1°C baja de -20°C: [35]
    → mínima -60.3°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.8, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1169.9
    → mínima -76.5°C baja de -20°C: [-40]
    → mínima -70.2°C baja de -20°C: [-35]
    → mínima -64.9°C baja de -20°C: [-30]
    → mínima -60.6°C baja de -20°C: [-25]
    → mínima -57.0°C baja de -20°C: [-20]
    → mínima -54.0°C baja de -20°C: [-15]
    → mínima -51.7°C baja de -20°C: [-10]
    → mínima -49.9°C baja de -20°C: [-5]
    → mínima -48.7°C baja de -20°C: [0]
    → mínima -48.0°C baja de -20°C: [5]
    → mínima -47.8°C baja de -20°C: [10]
    → mínima -48.1°C baja de -20°C: [15]
    → mínima -48.9°C baja de -20°C: [20]
    → mínima -50.2°C baja de -20°C: [25]
    → mínima -52.1°C baja de -20°C: [30]
    → mínima -54.7°C baja de -20°C: [35]
    → mínima -58.0°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.85, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1082.4
    → mínima -74.3°C baja de -20°C: [-40]
    → mínima -67.9°C baja de -20°C: [-35]
    → mínima -62.6°C baja de -20°C: [-30]
    → mínima -58.2°C baja de -20°C: [-25]
    → mínima -54.5°C baja de -20°C: [-20]
    → mínima -51.5°C baja de -20°C: [-15]
    → mínima -49.2°C baja de -20°C: [-10]
    → mínima -47.4°C baja de -20°C: [-5]
    → mínima -46.2°C baja de -20°C: [0]
    → mínima -45.4°C baja de -20°C: [5]
    → mínima -45.2°C baja de -20°C: [10]
    → mínima -45.5°C baja de -20°C: [15]
    → mínima -46.3°C baja de -20°C: [20]
    → mínima -47.7°C baja de -20°C: [25]
    → mínima -49.6°C baja de -20°C: [30]
    → mínima -52.3°C baja de -20°C: [35]
    → mínima -55.6°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.9, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -994.9
    → mínima -72.0°C baja de -20°C: [-40]
    → mínima -65.5°C baja de -20°C: [-35]
    → mínima -60.1°C baja de -20°C: [-30]
    → mínima -55.7°C baja de -20°C: [-25]
    → mínima -51.9°C baja de -20°C: [-20]
    → máxima 51.1°C supera 50°C: [-15]
    → máxima 51.9°C supera 50°C: [-10]
    → máxima 51.6°C supera 50°C: [-5]
    → máxima 50.3°C supera 50°C: [0]
    → mínima -42.7°C baja de -20°C: [5]
    → mínima -42.5°C baja de -20°C: [10]
    → mínima -42.8°C baja de -20°C: [15]
    → mínima -43.6°C baja de -20°C: [20]
    → mínima -45.0°C baja de -20°C: [25]
    → mínima -47.0°C baja de -20°C: [30]
    → mínima -49.7°C baja de -20°C: [35]
    → mínima -53.1°C baja de -20°C: [40]
Exp: 0.48, Incl: 7.5°, Emis: 0.95, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -915.1
    → mínima -69.6°C baja de -20°C: [-40]
    → mínima -63.0°C baja de -20°C: [-35]
    → mínima -57.5°C baja de -20°C: [-30]
    → mínima -53.0°C baja de -20°C: [-25]
    → máxima 52.8°C supera 50°C: [-20]
    → máxima 54.6°C supera 50°C: [-15]
    → máxima 55.4°C supera 50°C: [-10]
    → máxima 55.1°C supera 50°C: [-5]
    → máxima 53.8°C supera 50°C: [0]
    → máxima 51.4°C supera 50°C: [5]
    → mínima -39.7°C baja de -20°C: [10]
    → mínima -40.0°C baja de -20°C: [15]
    → mínima -40.8°C baja de -20°C: [20]
    → mínima -42.2°C baja de -20°C: [25]
    → mínima -44.2°C baja de -20°C: [30]
    → mínima -46.9°C baja de -20°C: [35]
    → mínima -50.4°C baja de -20°C: [40]
Exp: 0.48, Incl: 10.0°, Emis: 0.5, Óptimas: [], Habitables: [], Descartadas: 17, Puntuación: -1629.4
    → mínima -91.6°C baja de -20°C: [-40]
    → mínima -85.0°C baja de -20°C: [-35]
    → mínima -79.5°C baja de -20°C: [-30]
    → mínima -74.9°C baja de -20°C: [-25]
    → mínima -71.1°C baja de -20°C: [-20]
    → mínima -67.9°C baja de -20°C: [-15]
    → mínima -65.4°C baja de -20°C: [-10]
    → mínima -63.4°C baja de -20°C: [-5, 30]
    → mínima -62.0°C baja de -20°C: [0]
    → mínima -61.0°C baja de -20°C: [5]
